dokument_id,batch_id,tittel,oppsummering,personer,nokkelord,nyhetsverdi
58636fba-fa26-5358-9aba-60adf126e133,batch_xZdC638DvuupfKW0NT7UDQt1,Bruksendring godkjent for soverom i bolig - Olderdalen,"Formannskapet har godkjent søknad om bruksendring av boder/kjellerrom til soverom i en bolig i Olderdalen. Søknaden gjelder to soverom, trapperom, og bad/vaskerom. Rømningsvei via vinduer og dører er godkjent, uten planer om egen leilighet eller hybel for utleie.","Ann Merethe Berg,Erik Andersen","Bruksendring,Formannskapet,Soverom,Bolig,Olderdalen,Byggetillatelse",70
f890f27f-4e4c-5ade-91a8-1c4b37fa051f,batch_xZdC638DvuupfKW0NT7UDQt1,Igangsettingstillatelse for utvidet innseiling gjennom molo i Olderdalen,"Kommunalsjefen har godkjent søknad om igangsettingstillatelse for etablering av utvidet innseiling gjennom molo i Olderdalen. Tiltaket er i samsvar med plan- og bygningsloven, og involverer foretak med sentral godkjenning. Viktige hensyn som sikringstiltak, avfallshåndtering og kulturminner tas i betraktning.","Erik Andersen,Eirik Jørgensen,Gunn Andersen","Igangsettingstillatelse,Plan- og bygningsloven,Molo,Søknad,Saksbehandling",70
8d591b6d-8bbf-5cd8-98bd-7daab1b7aa20,batch_xZdC638DvuupfKW0NT7UDQt1,Opphevelse av byggatillatelse i Kåfjord kommune,"Kåfjord kommune har mottatt varsel om opphevelse av byggetillatelse for oppføring av fritidsbolig og naust på eiendommen til Alexander Lott i Spåkenesveien 327, 9146 Olderdalen. Ny byggesøknad skal sendes kommunen, og saken sendes på høring.","Alexander Lott,Birger Olsen,Eirik Jørgensen,Gunn Andersen","Opphevelse av byggatillatelse,Kåfjord kommune,Plan- og bygningsloven,Varsel,Fritidsbolig",75
7518ee26-e85b-5e23-8185-5a15d44d28ab,batch_xZdC638DvuupfKW0NT7UDQt1,Samlesak for referatsaker om innkalling til generalforsamling,Formannskapet har mottatt kommunedirektørens innstilling angående innkallingen til generalforsamling for Senter for nordlige folk. Saken ble tatt til orientering.,ACOS Systembruker,"formannskapet,kommunedirektørens innstilling,generalforsamling,Senter for nordlige folk",65
580ce1f9-68b0-5ebf-ba00-fbb31abd70a7,batch_xZdC638DvuupfKW0NT7UDQt1,Innsparingstiltak og økonomisk utfordring: Kåfjord kommune må ta grep,"Kåfjord kommune står overfor store økonomiske utfordringer med et betydelig underskudd og behov for innsparingstiltak. Kommunedirektøren fremmer forslag om nedtrekk i ulike sektorer, økt inntekt og strukturelle endringer. Situasjonen krever handling, samarbeid og mulig ekstern bistand for å sikre bærekraftig drift og tjenestekvalitet.",Gunn Andersen,"Innsparingstiltak,Økonomisk utfordring,Kommunedirektørens forslag,Sektornedtrekk,Ekstern bistand,Bærekraftig drift",75
e194421b-8dab-5f5a-ac8e-b27faf95ba76,batch_xZdC638DvuupfKW0NT7UDQt1,Kåfjord Kommune Planlegger Kjøp av Eiendom for Veirutvidelse og Ambulansestasjon,Saksframlegget omhandler Kåfjord kommunes planer om å kjøpe eiendommer for utvidelse av Bakkemoveien og etablering av en ny ambulansestasjon. Området er regulert for vei med fortau og kommunal tjenesteyting knyttet til helsesenteret.,Eirik Jørgensen,"Kåfjord kommune,eiendomskjøp,veiutvidelse,ambulansestasjon,reguleringsplan",85
f06c740c-477f-5669-8945-9df9d11c8c26,batch_eP9hYK7JYWs05NWAuM3UICSL,Lávdegoddi: Ny politisk innkalling til Formannskapet,Lávdegoddi informerer om tilleggsinnkalling til Formannskapet angående viktige saker som utlysning av kommunedirektør og klage på tildeling av elgkvote. Politisk rekrutteringsgruppe og kostnadsplan diskuteres sammen med detaljer om elgkvoten i Indre Kåfjord. Møtet vil finne sted 02.09.2024 fra kl. 09:00 - 15:00.,"Bernt Eirik Isaksen Lyngstad,Greta Larsen","Lavdegoddi,Formannskapet,tilleggsinnkalling,kommunedirektør,rekrutteringsgruppe,elgkvote,tidsplan,kostnader",75
6794db6a-f648-5ede-8f92-861bc992f677,batch_eP9hYK7JYWs05NWAuM3UICSL,Samlesak for delegasjonssaker i Formannskapet 02.09.2024,"Kommunedirektørens innstilling ble tatt til orientering i samlesak for delegasjonssaker i Formannskapet. Saken omhandlet ulike delegerte saker, blant annet riving av fiskehjeller og behandling av fritak for båndtvang og skjenkeområde.","Kommunedirektøren,Formannskapet","Delegasjonssaker,Formannskapet,Kommunedirektørens innstilling,Riving av fiskehjeller,Fritak for båndtvang,Utvidelse av skjenkeområde",65
9aea058b-e752-5c54-9a83-544efa84b491,batch_eP9hYK7JYWs05NWAuM3UICSL,Riving av fiskehjeller i Djupvik godkjent av Formannskapet i Kåfjord kommune,"Formannskapet i Kåfjord kommune har godkjent riving av fiskehjeller i Djupvik på grunn av store råteskader og sikkerhetsrisiko. En lokal entreprenør er hyret inn for jobben, og kostnaden beløper seg til 87 000 kr eks. Mva.","Gunn Andersen,Nils Samuelsen,Eirik Jørgensen,Birger Olsen","Kåfjord kommune,riving,fiskehjeller,Djupvik,sikkerhetsrisiko,entreprenør",68
32d022de-cde4-5bd1-a491-fcc95998e3b7,batch_eP9hYK7JYWs05NWAuM3UICSL,Innvilget utvidelse av skjenkeområde for Davás AS under festivalhelg,"Kommunedirektøren har delegert vedtak om å innvilge Davás AS søknad om utvidelse av skjenkeområde under festivalhelgen 28.-29.06.2024. Skjenkeområdet vil være inngjerdet og tilknyttet deres eksisterende utsalgssted. Vedtaket inkluderer skjenking av øl og vin fra kl. 20.00 til kl. 02.00, med godkjent skjenkestyrer og stedfortreder. Bevillingshaveren pålegges ansvar for etterlevelse av gjeldende lover og forskrifter. Saken har vært sendt til Politiet og Nav for uttalelse.","Kurt Idar Isaksen,Fred Are Nilsen,Ann Karin Pedersen,Greta Larsen,Gunn Andersen","delegert vedtak,utvidelse av skjenkeområde,festivalhelg,skjenketid,skjenkestyrer,kommunal bevilling",55
84c49875-8e06-5459-bc8d-59210ab08316,batch_eP9hYK7JYWs05NWAuM3UICSL,Godkjent utvidelse av barnehage i Birtavarre,"Kommunalsjefen for miljø, drift og utvikling har godkjent en søknad om byggetillatelse for oppføring av tilbygg til eksisterende barnehage i Birtavarre. Vedtaket innebærer også godkjenning av foretak med og uten sentral godkjenning for ansvarsrett i prosjektet.","Kåfjord kommune,Erik Andersen","byggetillatelse,barnehageutvidelse,foretaksgodkjenning,birtavarre",70
e443141e-f32d-555f-a550-b1e36b992d3f,batch_eP9hYK7JYWs05NWAuM3UICSL,Ferdigattest gitt for innredning av bolig på GBNR 34/34,"Kommunalsjefen har gitt ferdigattest etter plan- og bygningsloven for innredning av 2. etasje på eiendommen GBNR 34/34 i Manndalen. Tiltaket inkluderer to soverom, ett bad og trapperom.","Erik Andersen,Jørn Are Froland","Ferdigattest,Innredning,Bolig,Byggesøknad,Plan- og bygningsloven",65
afb408d8-eab9-5ecb-907e-43f477af4df8,batch_eP9hYK7JYWs05NWAuM3UICSL,Samlesak for referatsaker behandlet av Formannskapet,"Formannskapet har behandlet referatsaker angående ulike avtaler, møter og generalforsamlinger. Kommunedirektørens innstilling er å ta sakene til orientering.",Kommunedirektøren,"Formannskapet,referatsaker,avtaler,generalforsamlinger",60
d358e9c1-23de-5e78-8399-d289844945aa,batch_eP9hYK7JYWs05NWAuM3UICSL,Avtaleinngåelse om Ankerli-broen og værstasjonen ved Guolášjávri,E-postutveksling mellom Troms Kraft Produksjon AS og Kafjord kommune angående avtaleinngåelsen om Ankerli-broen og værstasjonen ved Guolášjávri. Pressemelding skal sendes ut i forbindelse med avtalen.,"Helge Mikal Eklund,Geir Håvard Hanssen,Bernt Eirik Lyngstad,Svein Leiros","avtaleinngåelse,Ankerli-broen,værstasjon,Guolášjávri,pressemelding",65
de3ef9d7-a08b-5502-b51f-dded5ec7537c,batch_eP9hYK7JYWs05NWAuM3UICSL,Valg av Politisk Rekrutteringsgruppe og Annonsekostnader i Kommunen,"Formannskapet har vedtatt valg av politisk rekrutteringsgruppe bestående av ordfører, varaordfører og én representant fra mindretallet. Annonsekostnader på ca kr 40000,- er godkjent. Visjona AS er valgt som rekrutteringsbyrå for tilsettingen av kommunedirektør.",Ellen Olsen,"Politisk rekrutteringsgruppe,Annonsekostnader,Kommunedirektør,Visjona AS,Formannskapet",65
ab945c1c-21a8-5322-96a0-44d49134a788,batch_TrpAEHDj0vvfRyqsZWbOeBdG,"Kommunalt råd for eldre: Orientering om helse, endringer i møtedatoer og plan for helse og omsorg","Møtet for Kommunalt råd for eldre inneholder saker som omhandler orientering om helsetjenesten, endringer i møtedatoer for eldrerådet og vedtak om kommunedelplan for helse og omsorg i Kåfjord. Det diskuteres også tilrettelegging av parkering og evaluering av brødleveranser til skoler og barnehager. I tillegg, planlegges en ny ambulansestasjon i kommunen.","Odd Solberg,Ina Engvoll,Linn Sylvi Steinnes,Trond Skotvold,Emil Romsdal Pedersen,Anita Monsen","Kommunalt råd for eldre,helseorientering,møtedatoendringer,kommunedelplan helse og omsorg,parkeringstilrettelegging,brødleveranser,ambulansestasjon",70
c3e842b6-fabf-5ee7-9db6-182a0680c4cf,batch_TrpAEHDj0vvfRyqsZWbOeBdG,Lavdegoddi tilleggsinnkalling,"Kommunalt råd for eldre har mottatt en tilleggsinnkalling til møte i Formannskapssalen den 21.02.2024 med viktige saker som skal tas opp, blant annet korrespondanse angående bemanning og organisering av helse- og omsorgstjenesten for eldre i Kåfjord.","Lassegohččun,Odd Solberg,Ina Engvoll,Linn Sylvi Steinnes","Lavdegoddi tilleggsinnkalling,Kommunalt råd for eldre,Formannskapssalen,Korrespondanse,helse- og omsorgstjeneste,eldre,Kåfjord",75
f9f70e90-6287-5944-ae79-ebf26d3ab4cd,batch_TrpAEHDj0vvfRyqsZWbOeBdG,Oppstart av arbeid med kommuneplanens samfunnsdel 2024-2027 i fokus på møte for Kommunalt råd for eldre,"Kåfjord kommune varsler oppstart av rullering av kommuneplanens samfunnsdel 2024-2027 og inviterer til samarbeid og innspill fra ulike råd og utvalg, inkludert Kommunalt råd for eldre. Planen skal stake ut veien for kommune de neste fire årene med fokus på viktige satsingsområder og mål.","Odd Solberg,Ina Engvoll,Trond Arne Hoe","Kommuneplan,samfunnsdel,oppstartsdokument,møte,Kåfjord kommune,innspill,satsingsområder",60
fc0b2888-06c4-5f1a-bebb-71d62bfe984a,batch_TrpAEHDj0vvfRyqsZWbOeBdG,Kåfjord: Eldrerådets viktige diskusjoner og beslutninger,"Kåfjord Eldreråd diskuterte viktige saker knyttet til helse- og omsorgstjenester for eldre. Blant annet ble revisjon av tjenestekriterier, plan for helse og omsorg, levering av mat til skoler og barnehager, parkeringsforhold og etablering av ambulansestasjon behandlet. Rådet vedtok også oppstart av arbeidet med rullering av kommuneplanens samfunnsdel.","Odd Solberg,Randi Solberg,Marit Fagerli,Else M. Hølen Johansen,John Tungodden,Linn Sylvi Steinnes,Trond Skotvold","Kåfjord,eldreråd,helse- og omsorgstjenester,tjenestekriterier,plan for helse og omsorg,matlevering,parkeringsforhold,ambulansestasjon,kommuneplanens samfunnsdel",70
ac4b4292-17dd-5a7b-be77-decdd5fb3bf6,batch_TrpAEHDj0vvfRyqsZWbOeBdG,Korrespondanse om helse- og omsorgstjenestene for eldre i Kåfjord tas til orientering,I møtet til Kommunalt råd for eldre ble korrespondanse angående bemanning og organisering av helse- og omsorgstjenestene for eldre i Kåfjord diskutert. Saken ble tatt til orientering.,ACOS Systembruker,"Korrespondanse,helse- og omsorgstjenester,eldre,Kåfjord,orientering",60
b76f9b56-3c77-59f9-b8fb-0a2c95c1a2f5,batch_TrpAEHDj0vvfRyqsZWbOeBdG,Status og utfordringer i eldreråd og råd for funksjonshemmede i Kåfjord kommune,"Kommunen har fortløpende orientering i eldreråd og råd for funksjonshemmede angående status, utfordringer, organisering og bemanning av tjenestene. Pensjonistforeningene oppfordres til å komme med innspill, og det er ønske om god informasjonsflyt og drøftinger med befolkningen.","Ann Karin Pedersen,Linn Sylvi Steinnes,Elling Vatne","Kåfjord kommune,eldreråd,funksjonshemmede,informasjonsflyt,pensjonistforeninger",60
ad062dc0-c988-58cd-9604-3fd03ea2993e,batch_TrpAEHDj0vvfRyqsZWbOeBdG,Statusrapport Helse Februar - Orientering om helsetjenesten,"Saksframlegget gir en generell statusoppdatering for helsetjenesten i februar, med fokus på oppstarten av Marielund, rekruttering, bemanning, kapasitet, utfordringer, arbeidsmiljøundersøkelse og OU-prosess.",Linn Sylvi Steinnes,"statusrapport,helse,februar,Marielund,rekruttering,bemanning,arbeidsmiljø,OU-prosess",65
a2d3b8d9-2dea-5229-9ecd-9b1cdb9f8855,batch_tN4wbJwfXzYOJNaPP8Nzv0x1,Oppstart av arbeid med kommuneplanens samfunnsdel 2024-2027,"Kommunalt råd for eldre har mottatt innkalling til møte angående oppstart av arbeidet med kommuneplanens samfunnsdel 2024-2027. Møtet vil blant annet omhandle saker som årsmelding 2023, Sametingets eldrestrategi, parkeringsvedtak, og regnskapsresultat for 2023.","Odd Solberg,Ina Engvoll,Fredrik Tollefsen","Kommuneplanens samfunnsdel,Eldre,Årsmelding,Sametinget,Parkeringsvedtak,Regnskapsresultat",70
d32db4ce-d4a4-5f65-bad1-c4e2d04b3f7b,batch_tN4wbJwfXzYOJNaPP8Nzv0x1,Samlesak for referatsaker til kommunalt råd for eldre 02.05.2024,Suohkandirektørens evttohus Kommunedirektørens innstilling om å ta saken til orientering ble vedtatt. Bakgrunnen inkluderer ulike underliggende saker knyttet til eldreomsorg og møter med pensjonistforeninger.,"Suohkandirektøra,Kommunedirektøren","Samlesak,Kommunalt råd for eldre,Referatsaker,Eldrestrategi,Regnskapsresultat,Møter,Tilrettelegging",65
9c8fc50c-a84d-5426-84c4-ed39a49ce000,batch_OOP4xxeEtAhTJzOiwrIscUCb,Tilrettelegging for Kommunalt råd for personer med funksjonsnedsettelse,"Kommunen forbereder seg på møte med Kommunalt råd for personer med funksjonsnedsettelse angående ulike saker som omhandler helse, omsorg og tilrettelegging. Blant sakene er endring av møtedatoer, kommunedelplan for helse og omsorg, samt etablering av ny ambulansestasjon. Det diskuteres også parkeringstilrettelegging ved Djupvik kirkegård og Storhaugveien med foreslått skiltplan.","Gitlaug Paulsen-Nilsen,Ina Engvoll,Linn Sylvi Steinnes,Trond Skotvold,Anita Monsen,Emil Romsdal","Kommunalt råd for personer med funksjonsnedsettelse,helse,omsorg,kommunedelplan,ambulansestasjon,parkeringstilrettelegging,skiltplan",85
24f4cb6c-2920-551d-8bdc-2d03d5021bfa,batch_OOP4xxeEtAhTJzOiwrIscUCb,Oppstart av arbeid med kommuneplanens samfunnsdel 2024-2027 i fokus på møte for personer med funksjonsnedsettelse,"Kåfjord kommune varsler oppstart av arbeidet med rullering av kommuneplanens samfunnsdel, med fokus på viktige satsingsområder og mål for de neste fire årene. Møtet for personer med funksjonsnedsettelse er en mulighet for medvirkning og diskusjon om utfordringer og muligheter for ulike aldersgrupper i kommunen.","Gitlaug Paulsen-Nilsen,Ina Engvoll,Trond Arne Hoe","Kåfjord kommune,kommuneplanens samfunnsdel,oppstartsdokument,medvirkning,satsingsområder,møte,funktjonsnedsettelse",80
fc837ca2-6499-5382-84db-376522e401d8,batch_OOP4xxeEtAhTJzOiwrIscUCb,Utlevering av mat til skoler og barnehager på dagsordenen for kommunalt råd,Kommunalt råd for personer med funksjonsnedsettelse skal diskutere evalueringen av ordningen med levering av brød fra kjøkken helsetun til skoler og barnehager. Det er bekymringer rundt kapasiteten til kjøkkenet og behovet for å ivareta både ordinær og pasientrettet drift.,"Gitlaug Paulsen-Nilsen,Ina Engvoll,Linn Sylvi Steinnes","Utlevering av mat,Skoler,Barnehager,Kapasitet,Evaluering,Helsetun,Kjøkken,Funksjonsnedsettelse",70
ccb45a35-007b-59a9-8ca6-6905efe18ae4,batch_OOP4xxeEtAhTJzOiwrIscUCb,Rådet for personer med funksjonsnedsettelse drøftet viktige saker og vedtok endringer på møtet,"Møtet omhandlet ulike saker som budsjettøkning for kursing av medlemmer, plan for helse og omsorg, parkeringsordninger, oppstart av kommuneplanens samfunnsdel, og evaluering av brødlevering til skoler og barnehager. Viktige beslutninger ble enstemmig vedtatt, som behov for å revidere tjenestekriterier, plan for ny ambulansestasjon, og tiltak for parkering. Det var også orienteringer om helsesituasjonen og arbeidsmiljøundersøkelser i kommunen.","Gitlaug Paulsen-Nilsen,Per Kristian Monsen,Liv V. Solvang,Arthur Kjelstrup-Olsen,Eline Djupvik Larsen,Linn Sylvi Steinnes,Trond Skotvold","Funksjonsnedsettelse,Budsjett,Helse og omsorg,Parkeringsordninger,Kommuneplan,Brødlevering,Arbeidsmiljøundersøkelse",60
5c82a928-3717-56f0-86c1-94b142a4c7a0,batch_OOP4xxeEtAhTJzOiwrIscUCb,Påminnelse om 'Gode-råd' kurs i Alta 23. februar tatt til orientering av Kommunalt råd for personer med funksjonsnedsettelse,Saksframlegget om påminnelsen til 'Gode-råd' kurset i Alta den 23. februar ble tatt til orientering av Kommunalt råd for personer med funksjonsnedsettelse.,ACOS Systembruker,"Påminnelse,Gode-råd kurs,Alta,Kommunalt råd for personer med funksjonsnedsettelse",40
290301c2-c219-5320-8889-fc2e09b0a880,batch_OOP4xxeEtAhTJzOiwrIscUCb,Statusrapport Helse Februar: Orientering om Helsetjenesten og Oppstart av Marielund Bo og Fritidstilbud,"Saken gir en generell statusrapport for helsetjenesten i februar og inneholder informasjon om oppstarten av Marielund bo- og fritidstilbud, rekruttering, bemanning, kapasitet, utfordringer, arbeidsmiljøundersøkelse og OU-prosess.",Linn Sylvi Steinnes,"Helse,Statusrapport,Marielund,Rekruttering,Bemanning,Arbeidsmiljøundersøkelse,OU-prosess",70
7990414b-886d-56bd-98e2-80b784804af1,batch_Fwh0bPsDym8BHADjQXjVSFqe,Oppstartsdokument for Kommuneplanens samfunnsdel 2024-2027 og høring om inkorporering av funksjonsnedsettelse konvensjon,"Kommunalt råd for personer med funksjonsnedsettelse skal behandle oppstartsdokumentet for Kommuneplanens samfunnsdel 2024-2027 og diskutere høringen om inkorporering av funksjonsnedsettelse konvensjon. Rådet har også tidligere behandlet saker som omhandler likestilling, menneskerettigheter, og samiske funksjonshindredes rettigheter.","Fredrik Tollefsen,Gitlaug Paulsen-Nilsen,Ina Engvoll","Kommuneplanens samfunnsdel,oppstartsdokument,inkorporering,funksjonsnedsettelse konvensjon,høring,likestilling,menneskerettigheter,samiske funksjonshindredes rettigheter",70
3e33e451-be51-5d05-89b5-b899948eb5c1,batch_Fwh0bPsDym8BHADjQXjVSFqe,Tilleggsinnkalling til møte for Kommunalt råd for personer med funksjonsnedsettelse,"Melding om tilleggsinnkalling til møte for Kommunalt råd for personer med funksjonsnedsettelse, med saker om tilrettelegging for parkering og fiskeplass.","Gitlaug Paulsen-Nilsen,Ina Engvoll,Greta Larsen","tilleggsinnkalling,Kommunalt råd,funksjonsnedsettelse,parkering,fiskeplass",70
27d3501d-2ac1-5e33-8180-7a560ed2f41e,batch_Fwh0bPsDym8BHADjQXjVSFqe,Kommunalt råd drøftet viktige saker angående funksjonsnedsettelser,"Kommunalt råd for personer med funksjonsnedsettelse hadde møte hvor de diskuterte ulike saker av betydning. Blant annet ble viktigheten av kommunal fysioterapi og regnskapsresultater for 2023 drøftet, samt behovet for tilrettelegging av tjenester og parkering. Rådet ga også innspill til kommuneplanens samfunnsdel og støttet inkorporeringen av CRPD-konvensjonen.","Per Kristian Monsen,Arthur Kjelstrup-Olsen,Gitlaug Paulsen-Nilsen,Liv V. Solvang,Eline Djupvik Larsen,Linn Sylvi Steinnes,Fredrik Tollefsen,Dagfinn Grønnvoll,Randi Solberg","Kommunalt råd,funksjonsnedsettelse,regnskapsresultat,tilrettelegging,kommuneplan,CRPD-konvensjon",65
6674d704-45a1-5c94-9331-2f16d50d6759,batch_Fwh0bPsDym8BHADjQXjVSFqe,Kommunalt råd for personer med funksjonsnedsettelse: Samlesak for referatsaker,"Suohkandirektøra evttohus Kommunedirektørens innstilling om å ta saken til orientering. Bakgrunnssaker om innspill til Sametingets handlingsplan, e-læringskurs, presentasjon fra kurs og regnskapsresultat for 2023.","Suohkandirektøra,Kommunedirektøren","Kommunalt råd,funksjonsnedsettelse,likestilling,menneskerettigheter,regnskapsresultat",65
5e2aa586-5069-5886-bf6f-c04856b74112,batch_Fwh0bPsDym8BHADjQXjVSFqe,Nye e-læringskurs om likestilling og menneskerettigheter for personer med funksjonsnedsettelse tilgjengelig for alle landets kommuner,"Bufdir har utviklet e-læringskurs om likestilling, inkludering, og FN-konvensjonen om rettigheter for personer med funksjonsnedsettelse for å ruste kommunene til å jobbe for menneskerettigheter og likestilling. Kursene gir praksisnære eksempler og verktøy for å ivareta likestilling, mangfold, og menneskerettigheter i arbeidshverdagen.","Anna Bjørshol,Mari Kvelvane Johansen","e-læringskurs,likestilling,menneskerettigheter,funksjonsnedsettelse,kommuner,Bufdir",80
211dacee-0388-54d8-be85-cb63baed8dba,batch_h2a97Nrgvxh2c5UHZc3ycsxJ,Samlesak for referatsaker behandlet av Kommunestyret 27.02.2024,"Kommunestyret behandlet en samlesak med ulike referatsaker, blant annet valg av ulike representanter og komiteer, tilskuddsbrev for 2024 og informasjon om regionale prosjekter. Det ble enstemmig vedtatt å ta kommunedirektørens innstilling til orientering.",Arthur Kjelstrup-Olsen,"Samlesak,Referatsaker,Kommunestyret,Vedtak,Enstemmig,Orientering",40
451deada-d1d2-5eae-9bf8-09f6e1ac6dda,batch_h2a97Nrgvxh2c5UHZc3ycsxJ,Valg av Arbeidsmiljøutvalg 2023-2027,"Ordføreren, kommunedirektøren og ulike kommunalsjefer er valgt som medlemmer til Arbeidsmiljøutvalget for perioden 2023-2027.","Ordfører,Kommunedirektør,Kommunalsjef MDU,Kommunalsjef oppvekst","Arbeidsmiljøutvalg,Valg,Ordfører,Kommunedirektør,Kommunalsjefer",45
e9fca5c5-52ae-51c2-ab31-f4935276be00,batch_h2a97Nrgvxh2c5UHZc3ycsxJ,Valg av representanter 2023-2027: Politisk oppnevnte roller i ulike råd og utvalg,"Dokumentet omhandler valg av representanter for perioden 2023-2027 til ulike råd og utvalg, inkludert Ymber, Tornedalsrådet, Nord Tromsrådet, og Barnehagene. Flere politiske representanter er oppnevnt til ulike roller, med ordførere og varaordførere som sentrale medlemmer.","Bernt Eirik Isaksen Lyngstad,Einar Eriksen,Even Steinlien,Frode Haugstvedt Henriksen,Britt Pedersen,Liv Solvang,Tor Mikalsen,Mariell Karlsen-Myrseth,Bjørnar Mandal,Vibeke Fagerli,Tommy Myrvoll,Sandra Marita Larsen Holm,Kamilla Johansen,Greta Larsen,Dag Runar Wollvik,Aud Marthinsen,Daniel Holm","representanter,valg,2023-2027,råd,utvalg,politisk",50
c25ed6ef-f18c-5adc-8749-ea12429b7ecc,batch_h2a97Nrgvxh2c5UHZc3ycsxJ,Valg av medlem og varamedlemmer til representantskapet i K-Sekretariatet IKS - 2023-2027,"Ordfører Bernt Eirik Isaksen Lyngstad er valgt som medlem til representantskapet i K-Sekretariatet IKS for perioden 2023-2027, med varaordfører Svein Oddvar Leiros og kommunestyremedlem Einar Eriksen som varamedlemmer.","Bernt Eirik Isaksen Lyngstad,Svein Oddvar Leiros,Einar Eriksen","Valg,representantskap,K-Sekretariatet IKS,Ordfører,Varamedlemmer",65
dd66fbaa-0ae5-556f-92eb-0cae08dc0f13,batch_h2a97Nrgvxh2c5UHZc3ycsxJ,Valg av medlem og varamedlemmer til representantskapet i KomRev Nord IKS - 2023-2027,"Ordfører Bernt Eirik Isaksen Lyngstad er valgt som medlem til representantskapet i KomRev Nord IKS for perioden 2023-2027, med varaordfører Svein Oddvar Leiros og kommunestyremedlem Tor Mikalsen som varamedlemmer.","Bernt Eirik Isaksen Lyngstad,Svein Oddvar Leiros,Tor Mikalsen","Valg,representantskap,KomRev Nord IKS,medlemmer,varamedlemmer",75
f07efc3a-d690-561b-92ef-756c10f7e78b,batch_h2a97Nrgvxh2c5UHZc3ycsxJ,Harry Nilsen foreslått som medlem i Nord Troms friluftsråd,Valgkomiteen vedtar Harry Nilsen som medlem og Toril Lyngstad som vara for Nord Troms friluftsråd etter innspill fra Liv Vigdis Solvang. Bernt Eirik Lyngstad vil spille inn deres navn på møtet.,"Greta Sofie Larsen,Svein Leiros,Liv Vigdis Solvang,Bernt Eirik Lyngstad,Harry Nilsen,Toril Lyngstad","Valgkomite,Nord Troms friluftsråd,Harry Nilsen,Toril Lyngstad",70
15ab3221-9ae1-5572-b678-d21f1ad129a8,batch_h2a97Nrgvxh2c5UHZc3ycsxJ,Kommunedirektøren orienterte Kommunestyret om viktige saker,"Under møtet orienterte Kommunedirektør Trond A. Hoe om ansettelser, statusrapport for flyktninger, økonomi, helse, planer for Nord-Troms og eiendom, samt andre aktuelle saker i Kåfjord kommune.","Trond A. Hoe,Eirik Jørgensen,Karin Karlsen,Linn Sylvi Steinnes,Bjørn-Even Salamonsen","Kommunedirektør,Kommunestyret,Ansettelser,Flyktninger,Økonomi,Helse,Nord-Troms,Eiendom,Planer,Kåfjord kommune",85
45f0945f-2729-582b-ab3f-cb30f3945b1b,batch_h2a97Nrgvxh2c5UHZc3ycsxJ,Ordfører orienterte Kommunestyret om ulike saker og beslutninger,"Ordfører Bernt Eirik Isaksen Lyngstad orienterte Kommunestyret om blant annet oppsigelsen til kommunedirektøren, samarbeid med ulike aktører og planer for fremtiden.",Bernt Eirik Isaksen Lyngstad,"Ordfører,Kommunedirektør,Samarbeid,Planer,Møter,Høringsuttalelse",70
6d9ce3ea-ec9c-5009-a1ef-6c65f0f5a125,batch_h2a97Nrgvxh2c5UHZc3ycsxJ,Treningsavgiftsregulering i Kåfjordhallen: Formannskapet vedtar endringer,"Formannskapet har vedtatt justeringer i treningsavgiftene for bruk av styrketreningsrommet i Kåfjordhallen. Årsavgiften økes til kr. 2600,-, mens måneds- og dagsavgiftene justeres. Treningsavgiften skal fortsatt dekke renhold, vedlikehold og investeringer, og den gjelder ikke for brukere under 18 år. Diskusjonen om å følge MUILs medlemspriser ble fjernet etter votering.","Mikaela Elisabeth,Reinkainen,Bernt Eirik Isaksen Lyngstad","treningsavgift,Kåfjordhallen,Formannskapet,regulering,MUILs medlemspriser",75
fea90685-7f9f-5819-8db1-c3d48556c99b,batch_PusmEmOIgY9EZk1HKe1WUVFF,Konstituering av Kommunedirektør - Lávdegoddi Møte 23.04.2024,I møtet ble Kommunalsjef Gunn Andersen konstituert som Kommunedirektør fra og med 27. april 2024. Beslutningen ble tatt etter drøftinger og innspill i formannskapet.,Gunn Andersen,"Konstituering,Kommunedirektør,Formannskapet,Beslutning,Møte",75
08aefad0-2855-54b9-a8ef-38fd3a2326f0,batch_PusmEmOIgY9EZk1HKe1WUVFF,Politisk Verksted: Kommuneplanens Samfunnsdel 2024-2027 i Fokus,"Kåfjord kommune har gjennomført et politisk verksted for å diskutere strategier og tiltak i kommuneplanens samfunnsdel. Satsingsområdene inkluderer samhold og samarbeid, mangfold og tradisjon, drivkraft og boligdrøm. Kommunestyret ber administrasjonen om å vurdere innspill og planen skal behandles i juni 2024.","Bård Bendik Grøtta,Fanghol","Kåfjord kommune,Kommuneplanens samfunnsdel,Politisk verksted,Satsingsområder,Strategier,Tiltak",85
f4b29e90-cb2e-5f34-b8b0-9b1bfca5833a,batch_PusmEmOIgY9EZk1HKe1WUVFF,Samlesak for referatsaker til Kommunestyret 23.04.2024,"Kommunestyret behandlet flere referatsaker, inkludert Kontrollutvalgets årsrapport og oppnevninger til ulike styreverv. Alle sakene ble tatt til orientering uten innvendinger.",Svein O. Leiros,"Kommunestyret,referatsaker,Kontrollutvalget,oppnevninger,orientering",65
